T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
19.4,30.0,9.8,1014.1,51.0,6.3,1.1,5.4,160.0
20.3,31.2,9.3,1013.9,53.0,6.3,0.9,3.5,217.91666666666663
21.4,33.0,10.2,1013.5,52.0,6.3,0.4,1.9,184.20833333333331
20.1,30.2,10.6,1014.2,60.0,5.5,0.2,1.9,176.375
20.9,30.5,12.1,1014.0,53.0,6.3,0.7,3.5,185.95833333333331
22.0,29.7,12.0,1014.6,64.0,6.9,2.0,5.4,195.375
19.0,26.2,10.8,1014.8,59.0,6.9,1.3,3.5,365.29166666666674
19.2,29.5,9.7,1014.5,56.0,5.5,0.9,3.5,312.2083333333333
19.9,28.6,9.3,1013.3,49.0,6.6,0.7,3.5,237.625
20.2,29.6,10.2,1011.6,50.0,6.3,1.5,5.4,202.875
21.7,26.6,15.4,1012.9,74.0,4.8,1.9,5.4,260.1666666666667
23.7,27.5,18.9,1013.3,71.0,6.3,1.7,7.6,403.95833333333326
20.4,29.5,12.0,1015.1,58.0,6.9,1.3,3.5,284.1666666666667
19.2,28.0,11.3,1015.2,60.0,6.3,1.1,3.5,288.4166666666667
19.6,29.2,9.9,1016.0,56.0,5.5,0.2,1.9,256.8333333333333
20.8,32.0,10.9,1012.6,53.0,5.5,0.2,1.9,169.0
20.0,29.5,10.9,1014.3,55.0,6.3,0.9,3.5,186.04166666666663
18.5,29.3,10.3,1014.6,54.0,6.3,1.5,3.5,185.58333333333331
